Gene ID	EC#	HMMER	eCAMI	DIAMOND	Signalp	#ofTools
WP_004080062.1	2.4.1.319|2.4.1.-|2.4.1.320	GH130(24-322)	GH130	GH130	N	3
WP_008191990.1	N	GH109(2-142)	N	N	N	1
WP_011942738.1	N	GT5(2-479)	GT5	GT5	N	3
WP_011942811.1	N	GT26(56-217)	GT26	GT26	N	3
WP_011942841.1	N	GH130(45-330)	GH0	GH0	N	3
WP_011942997.1	N	GH109(2-180)	N	N	N	1
WP_011943398.1	3.2.1.8|3.1.1.72	CE4(28-134)	CE4+CBM6	CE4	Y(1-27)	3
WP_011943446.1	N	CBM22(33-126)	N	N	Y(1-32)	1
WP_011943512.1	2.4.1.20|2.4.1.49	GH94(2-810)	GH94	GH94	N	3
WP_012310265.1	N	GH23(27-145)	GH23	N	N	2
WP_012310607.1	N	GT4(216-378)	GT4	GT4	N	3
WP_012310641.1	N	GH42(14-388)	GH42	GH42	N	3
WP_012310846.1	N	GH130(5-295)	GH130	GH130	N	3
WP_038033060.1	3.2.1.133	GH13(25-297)	GH13	GH13	N	3
WP_038033159.1	3.2.1.20	GH4(5-186)	GH4	GH4	N	3
WP_038033162.1	3.2.1.54	GH13_20(66-342)	GH13	GH13_20	N	3
WP_038033165.1	N	GH13_36(74-383)	GH13	GH13_36	Y(1-26)	3
WP_038033176.1	3.2.1.21|3.2.1.-	GH1(4-443)	GH1	GH1	N	3
WP_038033178.1	3.2.1.24	GH38(247-498)	GH38	GH38	N	3
WP_038033229.1	N	CE7(3-319)	CE7	CE7	N	3
WP_038033230.1	3.2.1.37|3.2.1.55|3.2.1.21	GH3(89-315)	GH3	GH3	N	3
WP_038033236.1	3.2.1.8	GH10(28-337)	GH10	GH10	Y(1-20)	3
WP_038033243.1	3.2.1.139|3.2.1.131	GH67(5-670)	GH67	GH67	N	3
WP_038033352.1	N	GT28(182-327)	GT28	GT28	N	3
WP_038033414.1	N	GH127(26-532)	GH127	GH127	N	3
WP_038033417.1	3.2.1.55	GH51(3-482)	GH51	GH51	N	3
WP_038033435.1	3.2.1.51	GH29(3-354)	GH29	GH29	N	3
WP_038033438.1	3.2.1.177	GH31(233-663)	GH31	GH31	N	3
WP_038033752.1	N	GT2(10-127)	N	GT2	N	2
WP_038033755.1	N	GT4(223-362)	GT4	GT4	N	3
WP_038033760.1	N	GT4(225-351)	GT4	GT4	N	3
WP_038033762.1	N	GT4(221-366)	N	GT4	N	2
WP_038033767.1	N	GT4(188-331)	GT4	N	N	2
WP_038033768.1	N	GT4(159-306)	GT4	GT4	N	3
WP_038033770.1	N	GH73(13-132)	GH73	N	N	2
WP_038033853.1	N	GT4(191-342)	GT4	GT4	N	3
WP_038033858.1	3.2.1.20	GH4(2-193)	GH4	GH4	N	3
WP_038033865.1	N	GT4(284-399)	GT2+GT4	GT4	N	3
WP_038033866.1	N	GT2(7-136)	GT2	GT2	N	3
WP_038033964.1	N	CE9(17-357)	CE9	CE9	N	3
WP_038034041.1	N	GT51(54-219)	GT51	GT51	N	3
WP_038034178.1	3.2.1.31	GH2(13-560)	GH2	GH2	N	3
WP_038034181.1	3.2.1.20	GH4(4-186)	GH4	GH4	N	3
WP_038034188.1	N	GH106(6-516)	GH0	GH106	N	3
WP_038034314.1	3.2.1.22	GH36(52-441)	GH36	GH36	N	3
WP_038034316.1	3.2.1.23	GH2(37-870)	GH2+CBM67	GH2	N	3
WP_038034332.1	2.4.1.-	GT81(2-244)	GT81	GT81	N	3
WP_038034336.1	N	GH38(2-220)	GH38	GH38	N	3
WP_038034493.1	N	GH32(7-291)	GH32	GH32	N	3
