Gene ID	EC#	HMMER	eCAMI	DIAMOND	Signalp	#ofTools
WP_041075402.1	N	GH23(42-151)	GH23	N	N	2
WP_041075669.1	N	AA4(73-296)	N	N	N	1
WP_041075784.1	N	PL1(81-268)	N	PL1	Y(1-23)	2
WP_041075862.1	3.2.1.21|3.2.1.58|3.2.1.37|3.2.1.-	GH3(44-261)	GH3	GH3	N	3
WP_041075950.1	N	GT51(56-218)	GT51	GT51	N	3
WP_041075964.1	N	GH130(11-321)	GH130	GH130	N	3
WP_041075974.1	N	GH31(211-652)	GH31	GH31	N	3
WP_041076019.1	N	GH3(63-283)	GH3	GH3	N	3
WP_041076134.1	N	GH109(1-157)	N	N	N	1
WP_041076182.1	3.2.1.22	GH36(60-473)	GH36	GH36	N	3
WP_041076252.1	3.2.1.39|3.2.1.-	CBM4(30-186)+GH16_3(224-459)+CBM4(466-603)	GH16+CBM4	CBM4+GH16_3	Y(1-22)	3
WP_041076281.1	N	GH53(26-369)+CBM61(457-596)	GH53+CBM61+CBM32	CBM61+GH53	N	3
WP_041076287.1	3.2.1.41	CBM41(23-120)+GH13_14(385-702)	CBM41+GH13+CBM48	CBM41+CBM48+GH13_14	Y(1-21)	3
WP_041076289.1	N	GH20(116-425)	GH20	GH20	N	3
WP_041076295.1	N	GT4(155-305)	GT4	GT4	N	3
WP_041076498.1	N	GT4(195-347)	GT4	GT4	N	3
WP_041076769.1	N	GT28(182-316)	GT28	GT28	N	3
WP_041076957.1	N	CBM50(28-70)	CBM50	CBM50	N	3
WP_041077095.1	N	GT26(56-217)	GT26	GT26	N	3
WP_041077206.1	N	GT4(280-390)+GT2(743-845)	GT2+GT4	GT2+GT4	N	3
WP_041077217.1	N	GH109(2-178)	N	N	N	1
WP_041077240.1	N	GT4(218-382)	GT4	GT4	N	3
WP_041077269.1	N	GH109(2-204)	N	N	N	1
WP_041077270.1	N	GH109(2-153)	N	N	N	1
WP_041077287.1	N	GH127(26-532)	GH127	GH127	N	3
