CCG44311.1	CCG44311.1	100.000	100	534	534	534	1112	0.0
CCG44311.1	ARK32088.1	78.799	99	534	535	533	905	0.0
CCG44311.1	ADU28836.1	77.486	99	534	535	533	894	0.0
CCG44311.1	ACS99429.1	75.047	99	534	535	533	867	0.0
CCG44311.1	AWI11220.1	75.235	99	534	534	533	862	0.0
CCG44311.1	BAC15081.1	75.468	99	534	536	534	861	0.0
CCG44311.1	SQI53914.1	74.484	99	534	536	533	857	0.0
CCG44311.1	AGE22437.1	73.396	99	534	567	530	843	0.0
CCG44311.1	ALI16361.1	72.983	99	534	535	533	842	0.0
CCG44311.1	ABO67122.1	72.795	99	534	535	533	838	0.0
CCG44311.1	ARP42883.1	72.795	99	534	535	533	838	0.0
CCG44311.1	AFL93485.1	72.420	99	534	535	533	833	0.0
CCG44311.1	AAC27699.1	67.486	99	534	533	529	780	0.0
CCG44311.1	CAB13642.2	68.053	99	534	533	529	779	0.0
CCG44311.1	AAB41091.1	67.864	99	534	533	529	777	0.0
CCG44311.1	AEP86745.1	67.864	99	534	533	529	776	0.0
CCG44311.1	CDG29680.1	67.486	99	534	533	529	775	0.0
CCG44311.1	QTN97354.1	67.108	99	534	533	529	769	0.0
CCG44311.1	ARW39074.1	67.486	99	534	533	529	769	0.0
CCG44311.1	BAM46395.1	68.421	99	534	535	532	767	0.0
CCG44311.1	QTG86872.1	66.919	99	534	533	529	766	0.0
CCG44311.1	QRE01774.1	64.015	99	534	534	528	749	0.0
CCG44311.1	AYN44931.1	64.015	99	534	535	528	749	0.0
CCG44311.1	AFM43655.1	64.015	99	534	535	528	749	0.0
CCG44311.1	QQZ02561.1	64.583	99	534	535	528	748	0.0
CCG44311.1	QEK65184.1	64.394	99	534	535	528	744	0.0
CCG44311.1	QCO69166.1	64.205	99	534	535	528	744	0.0
CCG44311.1	CAA29235.1	64.205	99	534	535	528	742	0.0
CCG44311.1	AAC97375.1	63.826	99	534	535	528	738	0.0
CCG44311.1	AFJ62036.1	66.311	88	534	471	469	673	0.0
CCG44311.1	AUX76693.1	49.908	99	534	542	545	521	0.0
CCG44311.1	QHB62214.1	49.907	99	534	543	539	515	0.0
CCG44311.1	ALE36853.1	50.185	99	534	539	540	515	0.0
CCG44311.1	ADB09236.1	49.722	99	534	543	539	513	0.0
CCG44311.1	CBK69950.1	49.630	99	534	539	540	511	2.73e-180
CCG44311.1	QCZ47082.1	48.513	99	534	540	538	508	4.24e-179
CCG44311.1	CBL10126.1	48.435	99	534	540	543	507	1.16e-178
CCG44311.1	CBL13352.1	48.435	99	534	540	543	507	1.26e-178
CCG44311.1	ASW23510.1	48.790	99	534	541	537	506	3.55e-178
CCG44311.1	AEK29976.1	48.790	99	534	541	537	506	5.42e-178
CCG44311.1	ACL29336.1	48.790	99	534	541	537	506	5.42e-178
CCG44311.1	QCZ54377.1	48.141	99	534	540	538	505	7.84e-178
CCG44311.1	APG91432.1	49.084	99	534	541	546	505	8.94e-178
CCG44311.1	APG84786.1	49.084	99	534	541	546	504	2.60e-177
CCG44311.1	AFL52732.1	47.706	99	534	541	545	503	4.88e-177
CCG44311.1	CCF19678.1	48.529	99	534	537	544	503	5.54e-177
CCG44311.1	QNT21370.1	48.704	99	534	559	540	501	6.11e-176
